O*NET-SOC Code,Title,Reported Job Title,Shown in My Next Move
33-3021.05,Immigration and Customs Inspectors,Canine Enforcement Officer (K-9 Enforcement Officer),N
33-3021.05,Immigration and Customs Inspectors,Customs and Border Protection Officer (CBPO),Y
33-3021.05,Immigration and Customs Inspectors,Customs Inspector,N
33-3021.05,Immigration and Customs Inspectors,Customs Officer,Y
33-3021.05,Immigration and Customs Inspectors,Customs Port Director,Y
33-3021.05,Immigration and Customs Inspectors,Import Specialist,N
33-3021.05,Immigration and Customs Inspectors,Inspector,Y
33-3021.05,Immigration and Customs Inspectors,Special Agent,N
33-3021.05,Immigration and Customs Inspectors,Supervisory CBP Officer,N
33-3021.05,Immigration and Customs Inspectors,US Customs and Border Protection Officer (US CBPO),N
33-3021.06,Intelligence Analysts,Crime Analyst,N
33-3021.06,Intelligence Analysts,Criminal Intelligence Analyst,Y
33-3021.06,Intelligence Analysts,Criminal Intelligence Analyst Supervisor,N
33-3021.06,Intelligence Analysts,Criminal Intelligence Specialist,N
33-3021.06,Intelligence Analysts,Criminal Research Specialist,Y
33-3021.06,Intelligence Analysts,Detective and Intelligence Analyst,N
33-3021.06,Intelligence Analysts,Intelligence Analyst,Y
33-3021.06,Intelligence Analysts,Intelligence Officer,N
33-3021.06,Intelligence Analysts,Intelligence Research Specialist,N
33-3021.06,Intelligence Analysts,Supervisor Intelligence Analyst,Y
33-3031.00,Fish and Game Wardens,District Wildlife Manager,Y
33-3031.00,Fish and Game Wardens,Fisheries Enforcement Officer,N
33-3031.00,Fish and Game Wardens,Game Warden,N
33-3031.00,Fish and Game Wardens,Law Enforcement Officer (LEO),N
33-3031.00,Fish and Game Wardens,Natural Resource Officer,Y
33-3031.00,Fish and Game Wardens,State Game Warden,Y
33-3031.00,Fish and Game Wardens,State Wildlife Officer,N
33-3031.00,Fish and Game Wardens,Wildlife Conservation Officer,N
33-3031.00,Fish and Game Wardens,Wildlife Manager,Y
33-3031.00,Fish and Game Wardens,Wildlife Officer,N
33-3041.00,Parking Enforcement Workers,Community Service Officer,Y
33-3041.00,Parking Enforcement Workers,Meter Maid,N
33-3041.00,Parking Enforcement Workers,Parking Control Aid,Y
33-3041.00,Parking Enforcement Workers,Parking Control Specialist,N
33-3041.00,Parking Enforcement Workers,Parking Enforcement Monitor,N
33-3041.00,Parking Enforcement Workers,Parking Enforcement Officer (PEO),Y
33-3041.00,Parking Enforcement Workers,Parking Patroller,N
33-3041.00,Parking Enforcement Workers,Parking Security Attendant,N
33-3041.00,Parking Enforcement Workers,Traffic Control Officer,Y
33-3051.01,Police Patrol Officers,Alcohol Law Enforcement Agent,N
33-3051.01,Police Patrol Officers,Law Enforcement Officer,N
33-3051.01,Police Patrol Officers,Officer,N
33-3051.01,Police Patrol Officers,Patrol Officer,Y
33-3051.01,Police Patrol Officers,Patrolman,Y
33-3051.01,Police Patrol Officers,Police Officer,Y
33-3051.01,Police Patrol Officers,Police Patrol Officer,N
33-3051.01,Police Patrol Officers,Police Sergeant,Y
33-3051.01,Police Patrol Officers,Public Safety Officer,N
33-3051.01,Police Patrol Officers,State Trooper,N
33-3051.03,Sheriffs and Deputy Sheriffs,Canine Deputy (K-9 Deputy),N
33-3051.03,Sheriffs and Deputy Sheriffs,Chief Deputy Sheriff,Y
33-3051.03,Sheriffs and Deputy Sheriffs,Civil Division Deputy Sheriff,Y
33-3051.03,Sheriffs and Deputy Sheriffs,Civil Process Server,N
33-3051.03,Sheriffs and Deputy Sheriffs,Corporal-Road Deputy with Sheriff Department,N
33-3051.03,Sheriffs and Deputy Sheriffs,Deputy,Y
33-3051.03,Sheriffs and Deputy Sheriffs,Deputy (Patrol),N
33-3051.03,Sheriffs and Deputy Sheriffs,Deputy Sheriff,Y
33-3051.03,Sheriffs and Deputy Sheriffs,Deputy Sheriff (Generalist)-Bailiff,N
33-3051.03,Sheriffs and Deputy Sheriffs,Drug Abuse Resistance Education Officer (DARE Officer),N
33-3052.00,Transit and Railroad Police,Canine Officer (K-9 Officer),N
33-3052.00,Transit and Railroad Police,Patrolman,Y
33-3052.00,Transit and Railroad Police,Police Specialist,N
33-3052.00,Transit and Railroad Police,Railroad Police Officer,N
33-3052.00,Transit and Railroad Police,Special Agent,Y
33-3052.00,Transit and Railroad Police,Supervisory Special Agent,Y
33-3052.00,Transit and Railroad Police,Transit Police Officer,Y
33-9011.00,Animal Control Workers,Animal Attendant,Y
33-9011.00,Animal Control Workers,Animal Control Officer,Y
33-9011.00,Animal Control Workers,Animal Park Code Enforcement Officer,Y
33-9011.00,Animal Control Workers,Community Service Officer,Y
33-9011.00,Animal Control Workers,Dog Control Officer,N
33-9021.00,Private Detectives and Investigators,Asset Protection Detective,N
33-9021.00,Private Detectives and Investigators,Field Investigator,N
33-9021.00,Private Detectives and Investigators,Investigator,Y
33-9021.00,Private Detectives and Investigators,Loss Prevention Agent,N
33-9021.00,Private Detectives and Investigators,Loss Prevention Associate,N
33-9021.00,Private Detectives and Investigators,Loss Prevention Detective,Y
33-9021.00,Private Detectives and Investigators,Loss Prevention Investigator,N
33-9021.00,Private Detectives and Investigators,Loss Prevention Officer,Y
33-9021.00,Private Detectives and Investigators,Private Investigator,Y
33-9021.00,Private Detectives and Investigators,Special Investigator,N
33-9031.00,Gaming Surveillance Officers and Gaming Investigators,Compliance Officer,N
33-9031.00,Gaming Surveillance Officers and Gaming Investigators,Observer,N
33-9031.00,Gaming Surveillance Officers and Gaming Investigators,Security Officer,Y
33-9031.00,Gaming Surveillance Officers and Gaming Investigators,Surveillance Agent,N
33-9031.00,Gaming Surveillance Officers and Gaming Investigators,Surveillance Monitor,N
33-9031.00,Gaming Surveillance Officers and Gaming Investigators,Surveillance Observer,Y
33-9031.00,Gaming Surveillance Officers and Gaming Investigators,Surveillance Officer,Y
33-9031.00,Gaming Surveillance Officers and Gaming Investigators,Surveillance Operator,Y
33-9031.00,Gaming Surveillance Officers and Gaming Investigators,Surveillance Supervisor,N
33-9031.00,Gaming Surveillance Officers and Gaming Investigators,Surveillance Technician,N
33-9032.00,Security Guards,Campus Security Officer,N
33-9032.00,Security Guards,Customer Service Security Officer,N
33-9032.00,Security Guards,Hotel Security Officer,N
33-9032.00,Security Guards,Loss Prevention Officer,N
33-9032.00,Security Guards,Safety and Security Officer,Y
33-9032.00,Security Guards,Security Agent,Y
33-9032.00,Security Guards,Security Guard,Y
33-9032.00,Security Guards,Security Officer,Y
33-9032.00,Security Guards,Store Detective,N
33-9091.00,Crossing Guards,Adult Crossing Guard,Y
33-9091.00,Crossing Guards,Crossing Guard,Y
33-9091.00,Crossing Guards,School Crossing Guard,Y
33-9091.00,Crossing Guards,School Guard,Y
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Beach Lifeguard,N
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Lifeguard,Y
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Marine Safety Officer,N
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Ocean Lifeguard,Y
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Ocean Lifeguard Specialist,Y
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Pool Attendant,N
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Pool Lifeguard,N
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Ski Patroller,Y
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Swim Instructor,N
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Water Safety Instructor (WSI),N
33-9093.00,Transportation Security Screeners,Security Screener,Y
33-9093.00,Transportation Security Screeners,Transportation Security Officer (TSO),Y
33-9099.02,Retail Loss Prevention Specialists,Asset Protection Associate (APA),N
33-9099.02,Retail Loss Prevention Specialists,Asset Protection Lead,N
33-9099.02,Retail Loss Prevention Specialists,Loss Prevention Agent,Y
33-9099.02,Retail Loss Prevention Specialists,Loss Prevention Associate (LPA),Y
33-9099.02,Retail Loss Prevention Specialists,Loss Prevention Detective,Y
33-9099.02,Retail Loss Prevention Specialists,Loss Prevention Investigator,N
33-9099.02,Retail Loss Prevention Specialists,Loss Prevention Leader,N
33-9099.02,Retail Loss Prevention Specialists,Loss Prevention Officer,Y
33-9099.02,Retail Loss Prevention Specialists,Loss Prevention Specialist,N
33-9099.02,Retail Loss Prevention Specialists,Retail Asset Protection Specialist,N
35-1011.00,Chefs and Head Cooks,Banquet Chef,N
35-1011.00,Chefs and Head Cooks,Certified Executive Chef (CEC),Y
35-1011.00,Chefs and Head Cooks,Chef,Y
35-1011.00,Chefs and Head Cooks,"Chef, Instructor",N
35-1011.00,Chefs and Head Cooks,Cook,N
35-1011.00,Chefs and Head Cooks,Corporate Executive Chef,N
35-1011.00,Chefs and Head Cooks,Executive Chef (Ex Chef),Y
35-1011.00,Chefs and Head Cooks,Executive Sous Chef,Y
35-1011.00,Chefs and Head Cooks,Head Cook,N
35-1011.00,Chefs and Head Cooks,Line Cook,N
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Assistant Manager,Y
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Cafeteria Manager,Y
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Dietary Manager,N
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Dietary Supervisor,N
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Executive Chef,N
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Food Service Director,N
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Food Service Manager,N
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Food Service Supervisor,Y
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Kitchen Manager,Y
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Restaurant Manager,N
35-2011.00,"Cooks, Fast Food",Cook,Y
35-2011.00,"Cooks, Fast Food",Crew Member,Y
35-2011.00,"Cooks, Fast Food",Crew Person,N
35-2011.00,"Cooks, Fast Food",Crew Trainer,N
35-2011.00,"Cooks, Fast Food",Fry Cook,N
35-2011.00,"Cooks, Fast Food",Grill Cook,Y
35-2011.00,"Cooks, Fast Food",Line Cook,N
35-2011.00,"Cooks, Fast Food",Pizza Cook,Y
35-2011.00,"Cooks, Fast Food",Pizza Maker,N
35-2011.00,"Cooks, Fast Food",Prep Cook,N
35-2012.00,"Cooks, Institution and Cafeteria",Cook,Y
35-2012.00,"Cooks, Institution and Cafeteria",Cook (Dinner),N
35-2012.00,"Cooks, Institution and Cafeteria",Cook (Elementary School),N
35-2012.00,"Cooks, Institution and Cafeteria",Dietary Cook,Y
35-2012.00,"Cooks, Institution and Cafeteria",Dinner Cook,N
35-2012.00,"Cooks, Institution and Cafeteria",First Cook,N
35-2012.00,"Cooks, Institution and Cafeteria",Food and Nutrition Services Assistant,Y
35-2012.00,"Cooks, Institution and Cafeteria",Food Service Specialist,N
35-2012.00,"Cooks, Institution and Cafeteria",Lead Cook,N
35-2012.00,"Cooks, Institution and Cafeteria",School Cook,Y
35-2013.00,"Cooks, Private Household",Certified Personal Chef,Y
35-2013.00,"Cooks, Private Household",Personal Chef,Y
35-2014.00,"Cooks, Restaurant",Back Line Cook,N
35-2014.00,"Cooks, Restaurant",Banquet Cook,N
35-2014.00,"Cooks, Restaurant",Breakfast Cook,N
35-2014.00,"Cooks, Restaurant",Cook,Y
35-2014.00,"Cooks, Restaurant",Fry Cook,N
35-2014.00,"Cooks, Restaurant",Grill Cook,Y
35-2014.00,"Cooks, Restaurant",Line Cook,Y
35-2014.00,"Cooks, Restaurant",Pastry Baker,N
35-2014.00,"Cooks, Restaurant",Prep Cook (Preparation Cook),Y
35-2015.00,"Cooks, Short Order",Caterer,N
35-2015.00,"Cooks, Short Order",Cook,Y
35-2015.00,"Cooks, Short Order",Deli Cook (Delicatessen Cook),N
35-2015.00,"Cooks, Short Order",Grill Cook,Y
35-2015.00,"Cooks, Short Order",Line Cook,Y
35-2015.00,"Cooks, Short Order",Pizza Maker,N
35-2015.00,"Cooks, Short Order",Prep Cook (Preparation Cook),N
35-2015.00,"Cooks, Short Order",Short Order Cook,Y
35-2015.00,"Cooks, Short Order",Snack Bar Cook,N
35-2021.00,Food Preparation Workers,Diet Aide,Y
35-2021.00,Food Preparation Workers,Dietary Aide,Y
35-2021.00,Food Preparation Workers,Dietary Assistant,N
35-2021.00,Food Preparation Workers,Food Preparer,N
35-2021.00,Food Preparation Workers,Food Service Aide,N
35-2021.00,Food Preparation Workers,Food Service Worker,Y
35-2021.00,Food Preparation Workers,Nutrition Aide,N
35-2021.00,Food Preparation Workers,Pantry Cook,N
35-2021.00,Food Preparation Workers,Prep Cook (Preparation Cook),Y
35-2021.00,Food Preparation Workers,Slicer,N
35-3011.00,Bartenders,Bar Captain,Y
35-3011.00,Bartenders,Bar Manager,Y
35-3011.00,Bartenders,Bartender,Y
35-3011.00,Bartenders,Bartender Extra,N
35-3011.00,Bartenders,Mixologist,Y
35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food",Car Hop,N
35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food",Counter Attendant,N
35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food",Crew Member,Y
35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food",Deli Clerk (Delicatessen Clerk),Y
35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food",Deli Worker (Delicatessen Worker),N
35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food",Dietary Aide,Y
35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food",Food Service Worker,N
35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food",Prep Cook (Preparation Cook),N
35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food",School Cafeteria Cook,Y
35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food",Server,N
35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",Cafe Attendant,N
35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",Cafe Server,N
35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",Cafe Worker,N
35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",Cafeteria Server,Y
35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",Cafeteria Worker,Y
35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",Crew Member,Y
35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",Food Service Assistant,N
35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",Food Service Worker,Y
35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",Line Server,N
35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",Server,N
35-3022.01,Baristas,Bar Manager,Y
35-3022.01,Baristas,Barista,Y
35-3022.01,Baristas,Catering Barista,Y
35-3022.01,Baristas,Sales Associate,Y
35-3031.00,Waiters and Waitresses,Banquet Server,N
35-3031.00,Waiters and Waitresses,Cocktail Server,N
35-3031.00,Waiters and Waitresses,Food Runner,N
35-3031.00,Waiters and Waitresses,Food Server,Y
35-3031.00,Waiters and Waitresses,Restaurant Server,N
35-3031.00,Waiters and Waitresses,Room Service Server,N
35-3031.00,Waiters and Waitresses,Server,Y
35-3031.00,Waiters and Waitresses,Waiter,Y
35-3031.00,Waiters and Waitresses,Waitress,Y
35-3031.00,Waiters and Waitresses,Waitstaff,N
35-3041.00,"Food Servers, Nonrestaurant",Diet Aide,N
35-3041.00,"Food Servers, Nonrestaurant",Dietary Aide,Y
35-3041.00,"Food Servers, Nonrestaurant",Dietary Assistant,Y
35-3041.00,"Food Servers, Nonrestaurant",Dietary Service Aide,N
35-3041.00,"Food Servers, Nonrestaurant",Food Service Assistant,N
35-3041.00,"Food Servers, Nonrestaurant",Food Service Worker,Y
35-3041.00,"Food Servers, Nonrestaurant",Room Server,N
35-3041.00,"Food Servers, Nonrestaurant",Room Service Server,N
35-3041.00,"Food Servers, Nonrestaurant",Server,Y
35-3041.00,"Food Servers, Nonrestaurant",Tray Server,N
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Bar Back,N
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Bus Boy,Y
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Bus Person,N
